ts_code,trade_date,open,high,low,close,volume,amount,pct_chg,adjust_type
000425.SZ,2025-03-14,9.03,9.12,8.96,9.07,690292,0,0.44296788482836025,qfq
000425.SZ,2025-03-17,9.08,9.1,8.77,8.81,1083390,0,-2.866593164277842,qfq
000425.SZ,2025-03-18,8.84,8.88,8.72,8.76,800137,0,-0.5675368898978461,qfq
000425.SZ,2025-03-19,8.77,8.95,8.74,8.77,746824,0,0.11415525114155667,qfq
000425.SZ,2025-03-20,8.81,8.96,8.69,8.83,824636,0,0.68415051311288,qfq
000425.SZ,2025-03-21,8.78,8.9,8.7,8.75,410568,0,-0.9060022650056676,qfq
000425.SZ,2025-03-24,8.71,8.82,8.65,8.73,508254,0,-0.22857142857142243,qfq
000425.SZ,2025-03-25,8.7,8.84,8.53,8.61,706467,0,-1.3745704467354014,qfq
000425.SZ,2025-03-26,8.57,8.64,8.35,8.5,707268,0,-1.2775842044134622,qfq
000425.SZ,2025-03-27,8.47,8.55,8.42,8.47,320728,0,-0.3529411764705781,qfq
000425.SZ,2025-03-28,8.47,8.52,8.38,8.43,354898,0,-0.47225501770957745,qfq
000425.SZ,2025-03-31,8.43,8.58,8.35,8.45,689835,0,0.23724792408066353,qfq
000425.SZ,2025-04-01,8.48,8.61,8.39,8.57,571004,0,1.4201183431952868,qfq
000425.SZ,2025-04-02,8.55,8.76,8.55,8.62,505101,0,0.5834305717619559,qfq
000425.SZ,2025-04-03,8.52,8.55,8.34,8.46,406898,0,-1.856148491879328,qfq
000425.SZ,2025-04-07,7.92,8.05,7.6,7.63,1518291,0,-9.810874704491734,qfq
000425.SZ,2025-04-08,7.64,8.08,7.64,7.93,1555648,0,3.9318479685452212,qfq
000425.SZ,2025-04-09,7.89,8.36,7.81,8.3,1414659,0,4.665825977301408,qfq
000425.SZ,2025-04-10,8.35,8.5,8.17,8.42,985399,0,1.4457831325301207,qfq
000425.SZ,2025-04-11,8.33,8.63,8.24,8.59,688121,0,2.0190023752969077,qfq
000425.SZ,2025-04-14,8.71,8.71,8.45,8.52,789338,0,-0.8149010477299212,qfq
000425.SZ,2025-04-15,8.51,8.69,8.39,8.63,582879,0,1.291079812206597,qfq
000425.SZ,2025-04-16,8.56,8.65,8.36,8.59,761500,0,-0.4634994206257348,qfq
000425.SZ,2025-04-17,8.52,8.63,8.48,8.5,489921,0,-1.0477299185098987,qfq
000425.SZ,2025-04-18,8.5,8.75,8.5,8.73,663703,0,2.70588235294118,qfq
000425.SZ,2025-04-21,8.74,8.86,8.6,8.77,590972,0,0.45819014891179677,qfq
000425.SZ,2025-04-22,8.75,8.81,8.6,8.72,433798,0,-0.5701254275940593,qfq
000425.SZ,2025-04-23,8.77,9.0,8.72,8.93,647822,0,2.408256880733939,qfq
000425.SZ,2025-04-24,8.9,8.9,8.72,8.84,598436,0,-1.007838745800671,qfq
000425.SZ,2025-04-25,8.82,8.87,8.61,8.85,684959,0,0.11312217194570096,qfq
000425.SZ,2025-04-28,8.82,8.89,8.7,8.79,509655,0,-0.6779661016949157,qfq
000425.SZ,2025-04-29,8.78,8.89,8.74,8.82,533885,0,0.34129692832765013,qfq
000425.SZ,2025-04-30,8.81,8.88,8.62,8.64,718027,0,-2.0408163265306034,qfq
000425.SZ,2025-05-06,8.68,8.91,8.58,8.9,757487,0,3.009259259259256,qfq
000425.SZ,2025-05-07,8.94,9.01,8.81,8.89,594136,0,-0.11235955056179137,qfq
000425.SZ,2025-05-08,8.89,8.91,8.54,8.72,990990,0,-1.9122609673790758,qfq
000425.SZ,2025-05-09,8.66,8.82,8.65,8.74,634640,0,0.2293577981651307,qfq
000425.SZ,2025-05-12,8.78,8.91,8.66,8.85,698206,0,1.258581235697931,qfq
000425.SZ,2025-05-13,8.92,8.97,8.83,8.91,540936,0,0.6779661016949268,qfq
000425.SZ,2025-05-14,8.9,8.92,8.5,8.56,1259252,0,-3.9281705948372547,qfq
000425.SZ,2025-05-15,8.55,8.55,8.08,8.29,1632788,0,-3.1542056074766456,qfq
000425.SZ,2025-05-16,8.24,8.38,8.2,8.3,613240,0,0.12062726176118588,qfq
000425.SZ,2025-05-19,8.3,8.42,8.27,8.37,541264,0,0.8433734939758963,qfq
000425.SZ,2025-05-20,8.37,8.39,8.24,8.28,525902,0,-1.0752688172043001,qfq
000425.SZ,2025-05-21,8.27,8.37,8.25,8.28,374583,0,0.0,qfq
000425.SZ,2025-05-22,8.27,8.31,8.22,8.3,327878,0,0.24154589371983004,qfq
000425.SZ,2025-05-23,8.27,8.3,8.14,8.14,483289,0,-1.927710843373498,qfq
000425.SZ,2025-05-26,8.08,8.24,8.08,8.16,648943,0,0.24570024570023108,qfq
000425.SZ,2025-05-27,8.15,8.17,7.87,7.91,928817,0,-3.0637254901960786,qfq
000425.SZ,2025-05-28,7.93,8.0,7.91,7.97,452427,0,0.7585335018963191,qfq
000425.SZ,2025-05-29,7.99,8.29,7.97,8.1,988557,0,1.6311166875784266,qfq
000425.SZ,2025-05-30,8.18,8.23,8.05,8.07,393009,0,-0.37037037037036535,qfq
000425.SZ,2025-06-03,8.04,8.07,7.8,7.88,1055959,0,-2.354399008674102,qfq
000425.SZ,2025-06-04,7.88,7.9,7.77,7.8,706418,0,-1.0152284263959421,qfq
000425.SZ,2025-06-05,7.81,7.85,7.72,7.77,473752,0,-0.38461538461538325,qfq
000425.SZ,2025-06-06,7.78,7.91,7.73,7.85,585051,0,1.029601029601035,qfq
000425.SZ,2025-06-09,7.85,7.85,7.75,7.83,687292,0,-0.2547770700636942,qfq
000425.SZ,2025-06-10,7.82,7.93,7.69,7.74,800314,0,-1.1494252873563204,qfq
000425.SZ,2025-06-11,7.74,7.77,7.61,7.73,519143,0,-0.12919896640826156,qfq
000425.SZ,2025-06-12,7.73,7.86,7.68,7.76,611105,0,0.3880983182406039,qfq
000425.SZ,2025-06-13,7.75,7.9,7.7,7.81,773982,0,0.6443298969072142,qfq
000425.SZ,2025-06-16,7.72,7.75,7.59,7.61,1077885,0,-2.5608194622279035,qfq
000425.SZ,2025-06-17,7.63,7.77,7.6,7.68,756851,0,0.9198423127463773,qfq
000425.SZ,2025-06-18,7.7,7.82,7.67,7.74,731050,0,0.78125,qfq
000425.SZ,2025-06-19,7.76,7.77,7.49,7.57,894709,0,-2.1963824289405687,qfq
000425.SZ,2025-06-20,7.51,7.6,7.48,7.51,447754,0,-0.7926023778071389,qfq
000425.SZ,2025-06-23,7.46,7.54,7.4,7.49,602143,0,-0.26631158455392434,qfq
000425.SZ,2025-06-24,7.5,7.64,7.5,7.58,590193,0,1.2016021361815676,qfq
000425.SZ,2025-06-25,7.59,7.67,7.57,7.67,509462,0,1.187335092348274,qfq
000425.SZ,2025-06-26,7.68,7.71,7.62,7.62,432522,0,-0.6518904823989535,qfq
000425.SZ,2025-06-27,7.62,7.69,7.59,7.65,446188,0,0.3937007874015741,qfq
000425.SZ,2025-06-30,7.66,7.69,7.56,7.6,698653,0,-0.6535947712418388,qfq
000425.SZ,2025-07-01,7.6,7.68,7.58,7.65,638448,0,0.657894736842124,qfq
000425.SZ,2025-07-02,7.68,8.03,7.65,7.93,1297457,0,3.6601307189542354,qfq
000425.SZ,2025-07-03,7.93,7.94,7.81,7.86,606214,0,-0.8827238335434973,qfq
000425.SZ,2025-07-04,7.86,7.99,7.81,7.9,488215,0,0.5089058524172962,qfq
000425.SZ,2025-07-07,7.91,8.11,7.84,8.05,913616,0,1.8987341772152,qfq
000425.SZ,2025-07-08,8.05,8.32,8.04,8.26,1287886,0,2.608695652173898,qfq
000425.SZ,2025-07-09,8.3,8.31,8.19,8.24,602924,0,-0.2421307506053183,qfq
000425.SZ,2025-07-10,8.21,8.32,8.2,8.28,539766,0,0.4854368932038833,qfq
000425.SZ,2025-07-11,8.28,8.31,8.24,8.28,495592,0,0.0,qfq
000425.SZ,2025-07-14,8.27,8.3,8.15,8.21,440994,0,-0.8454106280193052,qfq
000425.SZ,2025-07-15,8.21,8.26,8.05,8.12,677087,0,-1.0962241169305886,qfq
000425.SZ,2025-07-16,8.14,8.19,7.96,8.16,662389,0,0.49261083743843415,qfq
000425.SZ,2025-07-17,8.13,8.35,8.12,8.3,958110,0,1.71568627450982,qfq
000425.SZ,2025-07-18,8.3,8.34,8.21,8.3,413092,0,0.0,qfq
000425.SZ,2025-07-21,8.61,8.85,8.38,8.74,1860204,0,5.301204819277094,qfq
000425.SZ,2025-07-22,8.74,9.33,8.65,9.15,2626878,0,4.691075514874132,qfq
000425.SZ,2025-07-23,9.6,9.6,8.69,8.71,3320353,0,-4.808743169398899,qfq
000425.SZ,2025-07-24,8.71,8.93,8.58,8.77,1672035,0,0.6888633754305262,qfq
000425.SZ,2025-07-25,8.72,8.74,8.48,8.53,1262269,0,-2.736602052451542,qfq
000425.SZ,2025-07-28,8.54,8.6,8.43,8.6,956514,0,0.8206330597889888,qfq
000425.SZ,2025-07-29,8.55,8.7,8.46,8.58,846310,0,-0.23255813953487747,qfq
000425.SZ,2025-07-30,8.52,8.73,8.51,8.6,924627,0,0.2331002331002363,qfq
000425.SZ,2025-07-31,8.56,8.6,8.34,8.38,874725,0,-2.5581395348837077,qfq
000425.SZ,2025-08-01,8.37,8.42,8.26,8.32,681626,0,-0.7159904534606243,qfq
000425.SZ,2025-08-04,8.28,8.4,8.23,8.33,542089,0,0.12019230769231282,qfq
000425.SZ,2025-08-05,8.34,8.36,8.28,8.31,674131,0,-0.24009603841536054,qfq
000425.SZ,2025-08-06,8.32,8.53,8.29,8.44,992010,0,1.5643802647412608,qfq
000425.SZ,2025-08-07,8.44,8.79,8.32,8.64,1446521,0,2.369668246445511,qfq
000425.SZ,2025-08-08,8.7,9.09,8.64,9.0,2306966,0,4.166666666666652,qfq
000425.SZ,2025-08-11,8.96,9.02,8.82,8.84,987857,0,-1.7777777777777781,qfq
000425.SZ,2025-08-12,8.83,8.87,8.73,8.79,648509,0,-0.5656108597285159,qfq
000425.SZ,2025-08-13,8.8,8.95,8.78,8.89,880520,0,1.1376564277588264,qfq
000425.SZ,2025-08-14,8.85,8.97,8.7,8.71,784097,0,-2.0247469066366652,qfq
000425.SZ,2025-08-15,8.68,8.84,8.64,8.78,740114,0,0.8036739380022695,qfq
000425.SZ,2025-08-18,8.77,8.78,8.47,8.67,1668718,0,-1.252847380410016,qfq
000425.SZ,2025-08-19,8.65,8.66,8.5,8.54,782404,0,-1.4994232987312617,qfq
000425.SZ,2025-08-20,8.51,8.67,8.45,8.67,835758,0,1.5222482435597318,qfq
000425.SZ,2025-08-21,8.73,8.96,8.68,8.92,1350661,0,2.8835063437139485,qfq
000425.SZ,2025-08-22,8.92,9.02,8.88,8.94,802229,0,0.22421524663676085,qfq
000425.SZ,2025-08-25,8.94,9.13,8.9,9.08,982174,0,1.5659955257270708,qfq
000425.SZ,2025-08-26,9.05,9.25,8.93,9.24,946433,0,1.7621145374449254,qfq
000425.SZ,2025-08-27,9.21,9.4,9.12,9.19,934286,0,-0.5411255411255533,qfq
000425.SZ,2025-08-28,9.16,9.61,9.13,9.6,1580454,0,4.461371055495111,qfq
000425.SZ,2025-08-29,9.6,9.72,9.43,9.56,1259185,0,-0.4166666666666541,qfq
000425.SZ,2025-09-01,9.55,9.95,9.49,9.89,1255993,0,3.451882845188292,qfq
000425.SZ,2025-09-02,9.89,9.92,9.57,9.66,865927,0,-2.3255813953488413,qfq
000425.SZ,2025-09-03,10.11,10.36,9.86,9.98,1711834,0,3.31262939958592,qfq
000425.SZ,2025-09-04,10.02,10.08,9.74,9.88,1157741,0,-1.002004008016033,qfq
000425.SZ,2025-09-05,9.85,10.12,9.75,9.86,933362,0,-0.2024291497975894,qfq
000425.SZ,2025-09-08,9.86,9.98,9.83,9.94,837181,0,0.8113590263691739,qfq
000425.SZ,2025-09-09,9.89,10.25,9.87,10.08,1100811,0,1.4084507042253502,qfq
000425.SZ,2025-09-10,10.05,10.07,9.82,9.87,689197,0,-2.083333333333337,qfq
000425.SZ,2025-09-11,9.86,9.93,9.7,9.86,875440,0,-0.10131712259371373,qfq
000425.SZ,2025-09-12,9.86,9.92,9.67,9.7,715146,0,-1.6227180527383367,qfq
000425.SZ,2025-09-15,9.68,9.85,9.61,9.76,769250,0,0.6185567010309256,qfq
000425.SZ,2025-09-16,9.76,9.95,9.65,9.77,532902,0,0.10245901639343025,qfq
000425.SZ,2025-09-17,9.74,10.12,9.74,10.03,982852,0,2.6612077789150534,qfq
000425.SZ,2025-09-18,9.97,10.05,9.81,9.93,737903,0,-0.9970089730807596,qfq
000425.SZ,2025-09-19,9.86,10.58,9.83,10.52,1631889,0,5.941591137965752,qfq
000425.SZ,2025-09-22,10.57,10.62,10.26,10.32,812335,0,-1.9011406844106404,qfq
000425.SZ,2025-09-23,10.27,10.38,10.05,10.34,918473,0,0.19379844961240345,qfq
000425.SZ,2025-09-24,10.28,10.54,10.21,10.54,781479,0,1.934235976789167,qfq
000425.SZ,2025-09-25,10.53,10.64,10.0,10.36,1083581,0,-1.7077798861480087,qfq
000425.SZ,2025-09-26,10.18,10.74,10.18,10.5,1473638,0,1.3513513513513598,qfq
000425.SZ,2025-09-29,10.47,11.15,10.35,11.0,1457080,0,4.761904761904767,qfq
000425.SZ,2025-09-30,11.01,11.63,10.91,11.5,1398334,0,4.545454545454541,qfq
000425.SZ,2025-10-09,11.45,11.49,10.92,11.37,1410041,0,-1.1304347826087024,qfq
000425.SZ,2025-10-10,11.3,11.46,11.1,11.19,839935,0,-1.58311345646438,qfq
000425.SZ,2025-10-13,10.7,11.4,10.61,11.37,1134112,0,1.608579088471851,qfq
000425.SZ,2025-10-14,11.58,12.1,11.29,11.39,1425405,0,0.17590149516271136,qfq
000425.SZ,2025-10-15,11.38,11.9,11.32,11.69,1345153,0,2.63388937664617,qfq
000425.SZ,2025-10-16,11.65,11.95,11.6,11.75,1016983,0,0.5132591958939337,qfq
000425.SZ,2025-10-17,11.61,11.73,11.03,11.15,1097201,0,-5.106382978723401,qfq
000425.SZ,2025-10-20,11.25,11.41,10.9,11.0,975659,0,-1.3452914798206317,qfq
000425.SZ,2025-10-21,11.01,11.19,11.01,11.18,777851,0,1.6363636363636358,qfq
000425.SZ,2025-10-22,11.25,11.54,11.17,11.29,742141,0,0.9838998211091132,qfq
000425.SZ,2025-10-23,11.18,11.24,10.97,11.2,691940,0,-0.7971656333038091,qfq
000425.SZ,2025-10-24,11.17,11.46,11.15,11.37,610009,0,1.5178571428571486,qfq
000425.SZ,2025-10-27,11.42,11.79,10.58,10.66,3515807,0,-6.2445030782761535,qfq
000425.SZ,2025-10-28,10.51,10.55,10.2,10.23,2746240,0,-4.033771106941842,qfq
000425.SZ,2025-10-29,10.23,10.4,10.18,10.35,955233,0,1.1730205278592365,qfq
000425.SZ,2025-10-30,10.4,10.72,10.38,10.5,1210845,0,1.449275362318847,qfq
000425.SZ,2025-10-31,10.5,10.82,10.32,10.64,1654471,0,1.333333333333342,qfq
000425.SZ,2025-11-03,10.62,10.75,10.48,10.63,806005,0,-0.09398496240601295,qfq
000425.SZ,2025-11-04,10.6,11.03,10.55,10.75,1164955,0,1.1288805268109048,qfq
000425.SZ,2025-11-05,10.67,10.88,10.5,10.79,659794,0,0.37209302325580396,qfq
000425.SZ,2025-11-06,10.81,10.91,10.73,10.84,618935,0,0.4633920296571059,qfq
000425.SZ,2025-11-07,10.82,10.89,10.65,10.73,567687,0,-1.0147601476014678,qfq
000425.SZ,2025-11-10,10.69,10.73,10.36,10.45,783628,0,-2.6095060577819296,qfq
000425.SZ,2025-11-11,10.43,10.47,10.3,10.39,523502,0,-0.574162679425827,qfq
000425.SZ,2025-11-12,10.37,10.58,10.29,10.38,465794,0,-0.09624639076034613,qfq
000425.SZ,2025-11-13,10.38,10.46,10.27,10.32,493612,0,-0.5780346820809301,qfq
000425.SZ,2025-11-14,10.27,10.33,10.12,10.14,572681,0,-1.74418604651162,qfq
000425.SZ,2025-11-17,10.13,10.2,9.95,9.98,660444,0,-1.5779092702169595,qfq
000425.SZ,2025-11-18,10.06,10.2,9.97,10.11,569105,0,1.3026052104208263,qfq
000425.SZ,2025-11-19,10.1,10.23,10.06,10.15,664392,0,0.3956478733926794,qfq
000425.SZ,2025-11-20,10.17,10.38,10.14,10.28,597632,0,1.2807881773398977,qfq
000425.SZ,2025-11-21,10.21,10.38,10.09,10.12,557773,0,-1.5564202334630406,qfq
000425.SZ,2025-11-24,10.15,10.35,10.06,10.13,612301,0,0.09881422924902239,qfq
000425.SZ,2025-11-25,10.13,10.4,10.08,10.3,610329,0,1.6781836130306038,qfq
000425.SZ,2025-11-26,10.3,10.7,10.28,10.53,1018970,0,2.233009708737854,qfq
000425.SZ,2025-11-27,10.55,10.66,10.24,10.26,842852,0,-2.564102564102555,qfq
000425.SZ,2025-11-28,10.27,10.38,10.17,10.32,484553,0,0.5847953216374213,qfq
000425.SZ,2025-12-01,10.3,10.35,9.92,10.17,1205910,0,-1.4534883720930258,qfq
000425.SZ,2025-12-02,10.15,10.55,10.1,10.52,1096934,0,3.4414945919370554,qfq
000425.SZ,2025-12-03,10.57,10.7,10.46,10.5,661558,0,-0.1901140684410607,qfq
000425.SZ,2025-12-04,10.54,10.78,10.47,10.73,619458,0,2.190476190476187,qfq
000425.SZ,2025-12-05,10.69,11.14,10.68,11.08,963118,0,3.2618825722273925,qfq
000425.SZ,2025-12-08,11.08,11.12,10.9,10.99,661648,0,-0.8122743682310474,qfq
000425.SZ,2025-12-09,10.94,11.12,10.85,10.89,443896,0,-0.9099181073703333,qfq
000425.SZ,2025-12-10,10.88,11.29,10.86,11.24,782028,0,3.2139577594123114,qfq
000425.SZ,2025-12-11,11.24,11.44,11.15,11.15,593547,0,-0.8007117437722422,qfq
